UNITID,OPEID,opeid6,INSTNM,CITY,STABBR,INSTURL,NPCURL,HCM2,PREDDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB-AVERAGE-ANNUAL-COST,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP-REPORTED-GRAD-RATE,C200_L4_POOLED_SUPP,med_earnings_10yrs,gt_25k_p6,high_earning,prgm_prct_stem,ind_z_pre,ind_z_post,ind_z_shift
102270,104400,1044,Stillman College,Tuscaloosa,AL,www.stillman.edu,www.stillman.edu/finanical-aid/npcalc.htm,0,3,PrivateNonProfit,13,1,0,0,0,0,0,0,0,0,66,350,450,383,438,NULL,NULL,400,411,NULL,17,20,15,20,16,18,NULL,NULL,19,18,17,NULL,882,882,0,0,0,0,0.0073,0,0,0,0.0146,0,0,0,0,0,0.0365,0.0511,0,0.2263,0.0219,0,0,0.1533,0.0073,0,0,0,0.0803,0,0,0,0,0,0,0,0.0438,0.0146,0.2336,0.1095,0,863,0.0626,0.9224,0.0104,0.0023,0,0,0,0,0.0023,0.0637,1,NULL,17473,NULL,NULL,NULL,NULL,NULL,17075,18857,15257,18007,17150,0.7429,0.6123,NA,0.1111,NA,0.8145,0.0533,38359,425.863536,0.293563579,0.257584545,NULL,24700,0.398734182,0,0.2628,0.036356400705325455,-0.03761006969516397,-0.07396647040048943
102298,104600,1046,Talladega College,Talladega,AL,www.talladega.edu,www.talladega.edu/netcalc/npcalc.htm,0,3,PrivateNonProfit,32,1,0,0,0,0,0,0,0,0,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.0513,0,0.0256,0,0.0128,0,0,0,0,0,0.0897,0,0,0.0897,0,0,0,0,0,0,0.0128,0,0.0641,0,0.1667,0.0641,0,0,0,0,0.0385,0,0.359,0.0256,0,894,0.0391,0.8949,0.0257,0.0045,0,0.0056,0.0034,0,0.0268,0.0503,1,NULL,9062,NULL,NULL,NULL,NULL,NULL,9015,9154,8999,9154,NULL,0.9663,0.3285,NA,0.6667,NA,0.928,0.1706,32000,355.2656,0.292479109,0.494891525,NULL,25600,0.277777791,0,0.1281,0.15339198851498428,-0.1586813674292943,-0.3120733559442786
103723,2160305,21603,Collins College,Phoenix,AZ,www.collinscollege.edu,collinscollege.studentaidcalculator.com,0,3,PrivateForProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882,0,0.0497,0,0,254,0.3465,0.0827,0.1614,0.0079,0.0276,0.0118,0.0236,0,0.3386,0.189,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7475,NA,NA,NA,NA,0.9203,0.4764,42103,467.4296112,0.366061163,0.379182391,NULL,25200,0.407689393,0,0.0683,0.026196551399198974,-0.026196551399200674,-0.05239310279839965
104586,147902,1479,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,www.erau.edu,prescott.erau.edu/financial-aid/net-price-calculator/index.html,0,3,PrivateNonProfit,41,0,0,0,0,0,0,0,0,0,NULL,500,630,540,650,490,600,565,595,545,23,29,21,30,24,29,NULL,NULL,26,26,27,NULL,1171,1126,0,0,0,0,0,0,0,0,0,0.3665,0,0,0,0,0,0,0,0,0,0,0.0404,0,0,0,0.0745,0,0,0,0,0.1491,0,0,0,0.3199,0,0,0.0497,0,0,1802,0.6016,0.0172,0.0755,0.0494,0.0055,0.0061,0.076,0.0855,0.0832,0.0638,1,NULL,35470,NULL,NULL,NULL,NULL,NULL,34694,37078,35930,35794,34893,0.2884,0.828,NA,0,NA,0.5596,0.1166,26000,288.6533,0.865240345,0.571098753,NULL,60900,0.773428679,1,0.441,-0.08995502158632696,0.08995502158632693,0.17991004317265388
105516,2098800,20988,University of Phoenix-Phoenix Campus,Tempe,AZ,www.phoenix.edu,www.phoenix.edu/tuition_and_financial_options/tuition_and_fees.html,0,3,PrivateForProfit,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0.063,0,0.0496,0,0,0,0,0,0,0.0013,0,0,0,0,0.0791,0,0,0,0,0,0,0.13,0.067,0,0,0,0,0,0,0.1448,0.4651,0,0,3044,0.3292,0.0818,0.1961,0.0112,0.0115,0.0072,0.0207,0.0181,0.3242,0,1,NULL,18899,NULL,NULL,NULL,NULL,NULL,18900,18222,20628,23565,NULL,0.5242,0.4605,NA,NA,NA,0.6171,0.8477,35500,394.122775,0.406534043,0.154078248,NULL,53400,0.705231071,1,0.2078,0.6376028256895547,-0.6595891300236774,-1.297191955713232
105899,711300,7113,Arizona Christian University,Phoenix,AZ,www.arizonachristian.edu,arizonachristian.edu/admissions/financial-aid/calculator,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,88,440,580,455,600,NULL,NULL,510,528,NULL,20,25,18,25,17,26,NULL,NULL,23,22,22,NULL,1045,1045,0,0,0,0,0,0,0,0,0.2857,0,0,0,0,0,0,0,0,0.0119,0,0,0,0,0,0.3333,0,0,0.1548,0,0,0,0,0,0,0,0.0238,0,0.1905,0,0,491,0.5906,0.0509,0.1426,0.0143,0.0081,0.002,0.0346,0.0244,0.1324,0.0794,1,NULL,22493,NULL,NULL,NULL,NULL,NULL,22665,22041,20957,23255,24204,0.328,0.6809,NA,0,NA,0.5183,0.1055,22625,251.1838813,0.748917749,0.491083929,NULL,31000,0.521739125,0,0.0119,0.08957941270847403,-0.09597794218765053,-0.18555735489612457
106102,2171500,21715,Western International University,Tempe,AZ,www.west.edu,www.west.edu/calc/npcalc.htm,0,3,PrivateForProfit,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.006,0,0.0509,0,0,0,0,0,0,0.0389,0,0,0,0,0,0,0.1347,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0.7575,0,0,1369,0.4894,0.1534,0.1512,0.0044,0.0205,0.0051,0.0431,0.0131,0.1198,0,1,NULL,20176,NULL,NULL,NULL,NULL,NULL,20145,21918,18697,NULL,NULL,0.3861,0.1786,NA,NA,NA,0.3922,0.9272,33718.5,374.3444729,0.692321623,0.13582948,NULL,52600,0.571994126,1,0.0509,0.28611098213812275,-0.29597687807392004,-0.5820878602120427
106245,110100,1101,University of Arkansas at Little Rock,Little Rock,AR,ualr.edu/www/,npc.collegeboard.org/student/app/ualr,0,3,Public,12,0,0,0,0,0,0,0,0,0,NULL,360,480,410,480,NULL,NULL,420,445,NULL,20,27,20,26,19,26,NULL,NULL,24,23,23,NULL,1077,1077,0,0,0,0,0.0288,0,0.0229,0,0.0307,0.0229,0.0353,0.0301,0,0,0.0392,0.1065,0,0.0366,0.0092,0,0,0,0.0085,0,0.0183,0,0.0575,0.085,0.0163,0.0418,0,0,0,0,0.0386,0.2033,0.1536,0.015,0,8504,0.5514,0.2656,0.0623,0.023,0.0033,0.0004,0.0642,0.0293,0.0005,0.3813,1,10087,NULL,9026,9684,12016,12257,11921,NULL,NULL,NULL,NULL,NULL,0.4027,0.6973,NA,0.4667,NA,0.4818,0.4062,23000,255.34715,0.657655611,0.226839293,NULL,34800,0.57188499,0,0.34850000000000003,-0.0254665967039581,0.02634475521099142,0.051811351914949524
106263,110900,1109,University of Arkansas for Medical Sciences,Little Rock,AR,www.uams.edu,www.uams.edu,0,3,Public,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,755,0.7589,0.1325,0.0397,0.0305,0.004,0,0.0278,0.004,0.0026,0.2543,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.363,NA,NA,NA,NA,0.6322,0.5133,12820,142.328281,0.930825243,NULL,NULL,62400,0.907790124,1,1,-0.19771823620365958,0.2045361064175786,0.40225434262123816
106306,108700,1087,Arkansas Baptist College,Little Rock,AR,www.arkansasbaptist.edu,arkansasbaptist.edu/New_NetPriceCalculator/npcalc.htm,1,3,PrivateNonProfit,12,1,0,0,0,0,0,0,0,0,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4146,0,0.0407,0.0081,0,0,0,0.0732,0.2276,0,0,0,0,0,0.0163,0,0.1951,0,0,1022,0.0656,0.9247,0.0049,0,0.002,0,0,0.0029,0,0.1566,1,NULL,17087,NULL,NULL,NULL,NULL,NULL,16853,16788,17413,20024,NULL,0.7107,0.3945,NA,0.125,NA,0.817,0.2833,38125,423.2656563,0.119341564,0.149645885,NULL,21100,0.300000012,0,0,-0.03845916905697387,0.04120625256104361,0.07966542161801748
106412,108600,1086,University of Arkansas at Pine Bluff,Pine Bluff,AR,www.uapb.edu,www.uapb.edu/index.php?option=com_content&view=article&id=59,0,3,Public,13,1,0,0,0,0,0,0,0,0,NULL,330,430,348,493,340,430,380,421,385,15,20,14,20,16,20,NULL,NULL,18,17,18,NULL,842,842,0.0609,0.0152,0,0,0.0203,0,0.0279,0,0.0635,0,0.066,0,0.0812,0,0.0102,0.1015,0,0.0812,0.0051,0,0,0.0482,0,0,0.0152,0,0.0355,0.1066,0.0609,0.0102,0,0,0,0,0.033,0.0102,0.1345,0.0127,0,2503,0.0416,0.9301,0.012,0.0024,0.0016,0,0.0004,0.0072,0.0048,0.0811,1,7695,NULL,7140,7876,9652,11824,15414,NULL,NULL,NULL,NULL,NULL,0.6986,0.5621,NA,0.0909,NA,0.7276,0.148,27954.5,310.3522567,0.407279882,0.267308412,NULL,27400,0.368801653,0,0.2056,-0.2364177095092159,0.24457004431987858,0.4809877538290945
106458,109000,1090,Arkansas State University-Main Campus,Jonesboro,AR,www2.astate.edu,www.astate.edu/a/finaid/tuition-fees/net-price-calculator/index.dot,0,3,Public,13,0,0,0,0,0,0,0,0,0,NULL,410,515,458,548,413,478,463,503,446,21,26,21,27,19,26,NULL,NULL,24,24,23,NULL,1088,1088,0.0285,0.0036,0,0,0.033,0,0.0147,0,0.1307,0.0348,0.0112,0.004,0,0,0.0094,0.2252,0,0.0241,0.004,0,0.0067,0.0335,0.0045,0,0.0138,0,0.021,0.0018,0.0183,0.0589,0,0,0,0,0.021,0.178,0.1088,0.0107,0,9325,0.7302,0.1466,0.0203,0.0075,0.0039,0.0006,0.0166,0.0604,0.0139,0.1896,1,9475,NULL,7990,8185,11353,12230,11508,NULL,NULL,NULL,NULL,NULL,0.4618,0.7312,NA,0.4211,NA,0.5289,0.224,20959,232.687866,0.646862951,0.38261545,NULL,32700,0.514132679,0,0.28059999999999996,-0.046926828825386124,0.05027874517005645,0.09720557399544258
106467,108900,1089,Arkansas Tech University,Russellville,AR,www.atu.edu,www.atu.edu/finaid/npcalc.htm,0,3,Public,33,0,0,0,0,0,0,0,0,0,NULL,370,490,410,520,370,490,430,465,430,18,25,18,26,18,25,NULL,NULL,22,22,22,NULL,1008,1008,0.0108,0.0061,0,0,0.0264,0,0.0191,0.0126,0.1036,0.026,0.0191,0.0022,0.0043,0,0.0126,0.0273,0,0.01,0.0026,0,0.1222,0.0043,0,0,0.0139,0,0.0256,0.0559,0,0.0169,0,0.0433,0.0217,0,0.0126,0.2783,0.1084,0.0143,0,8734,0.7901,0.0781,0.0503,0.0129,0.0124,0.0005,0.0226,0.0332,0,0.1922,1,9128,NULL,8433,8399,10294,11585,11585,NULL,NULL,NULL,NULL,NULL,0.4559,0.6937,NA,0.6829,NA,0.4734,0.2436,17528,194.5967324,0.656991261,0.405856422,NULL,35000,0.547864497,0,0.369,-0.08957366149689017,0.09597178017523934,0.1855454416721295
107558,109400,1094,University of the Ozarks,Clarksville,AR,www.ozarks.edu,admissions.ozarks.edu/secure/calc/,0,3,PrivateNonProfit,33,0,0,0,0,0,0,0,0,0,66,420,550,450,550,NULL,NULL,485,500,NULL,20,26,20,26,19,25,NULL,NULL,23,23,22,NULL,1057,1057,0,0,0,0,0,0,0,0,0.1143,0,0,0,0,0,0.0429,0.0286,0,0.0571,0.0571,0,0,0,0,0,0.0143,0,0.0429,0,0,0.0714,0,0,0,0,0.1286,0,0.4429,0,0,568,0.6831,0.0546,0.0915,0,0.0088,0.0018,0.0387,0.1092,0.0123,0.0053,1,NULL,15402,NULL,NULL,NULL,NULL,NULL,13809,12469,16744,18014,18957,0.3906,0.6943,NA,NA,NA,0.4826,0.041,24000,266.4492,0.75,0.479503509,NULL,31100,0.464285702,0,0.1285,-0.2885580679835314,0.29850834618985994,0.5870664141733913
107600,110300,1103,Philander Smith College,Little Rock,AR,www.philander.edu,www.philander.edu/financial-aid/npc.aspx,0,3,PrivateNonProfit,12,1,0,0,0,0,0,0,0,0,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0,0,0.0476,0,0.0159,0,0,0,0,0,0.0476,0,0,0.1111,0.0476,0,0,0.0476,0.0159,0,0.0317,0,0.1111,0,0.0556,0.0873,0,0,0,0,0.0238,0,0.3571,0,0,554,0.0072,0.8935,0.0036,0.0036,0,0.0018,0.0126,0.0776,0,0.056,1,NULL,19029,NULL,NULL,NULL,NULL,NULL,19109,18096,18762,20966,19193,0.7282,0.5432,NA,0.1667,NA,0.8784,0.1673,31000,344.16355,0.317010309,0.395163415,NULL,26200,0.324561417,0,0.23800000000000002,-0.28427031826743426,0.28427031826743443,0.5685406365348686
107877,110600,1106,Williams Baptist College,Walnut Ridge,AR,www.wbcoll.edu,williamsbaptistcollege.com/financial_aid_scholarships/net_price_calculator.aspx,0,3,PrivateNonProfit,42,0,0,0,0,0,0,0,0,0,75,350,430,410,510,NULL,NULL,390,460,NULL,19,24,18,24,17,24,NULL,NULL,22,21,21,NULL,1001,1001,0,0,0,0,0,0,0.0089,0,0.375,0,0,0,0,0,0,0.1429,0,0.0714,0,0,0,0,0,0.1071,0,0,0.2054,0,0,0,0,0,0,0,0.0179,0,0.0268,0.0446,0,501,0.8802,0.0659,0.02,0,0.008,0,0,0.0259,0,0.0299,1,NULL,11326,NULL,NULL,NULL,NULL,NULL,8967,11967,12218,13476,13147,0.5265,0.5878,NA,NA,NA,0.6307,0.0871,19000,210.93895,0.817460317,0.413801149,NULL,32300,0.487068951,0,0.08030000000000001,-0.010671597101206722,0.011039583208145121,0.021711180309351843
108092,111000,1110,University of Arkansas-Fort Smith,Fort Smith,AR,uafs.edu/,uafscalculator.com/,0,3,Public,13,0,0,0,0,0,0,0,0,0,NULL,350,540,430,620,390,550,445,525,470,19,25,19,25,19,24,NULL,NULL,22,22,22,NULL,1028,1028,0,0,0,0,0.0023,8e-4,0.0406,0,0.0996,0,0.0398,0.0031,0,0.0077,0.0261,0.1418,0,0.033,8e-4,0,0.0996,0,0,0,0.0069,0,0.036,0.0268,0,0,0,0.0728,0.0475,0,0.0245,0.1295,0.141,0.0199,0,6508,0.7409,0.0458,0.0748,0.0444,0.0307,0.0006,0.0516,0.0111,0,0.2183,1,6727,NULL,6429,6794,7342,9914,10222,NULL,NULL,NULL,NULL,NULL,0.5053,0.6217,NA,0.3704,NA,0.4018,0.2877,17432,193.5309356,0.589004229,0.22785879,NULL,29900,0.474741995,0,0.2514,0.08230725733853878,-0.08514543862607442,-0.1674526959646132
109651,111600,1116,Art Center College of Design,Pasadena,CA,www.artcenter.edu,www.artcenter.edu/accd/admissions/financial_aid/net_price_calculator.jsp,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0.0602,0,0.0723,0.0211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8464,0,0,0,0,1742,0.2153,0.0115,0.1051,0.3456,0.0011,0.0034,0.0373,0.2428,0.0379,0.1533,1,NULL,43083,NULL,NULL,NULL,NULL,NULL,40082,42031,38611,47198,49625,0.36870000000000003,0.8038,NA,NA,NA,0.5106,0.3039,36187,401.7498834,0.83808096,0.664704192,NULL,51700,0.651515126,1,0.0211,0.06771087412872634,-0.07254736513792095,-0.1402582392666473
109785,111700,1117,Azusa Pacific University,Azusa,CA,www.apu.edu,www.apu.edu/sfs/undergraduate/cost/calculator/,0,3,PrivateNonProfit,21,0,0,0,0,0,0,0,0,0,88,490,600,490,610,NULL,NULL,545,550,NULL,21,27,21,28,21,27,NULL,NULL,24,25,24,NULL,1098,1098,0,0,0,0.0089,0.0438,0,0.0051,0,0.0298,0,0,0.0038,0,0,0.033,0.1079,0,0.0171,0.0057,0,0,0,0.0051,0.0356,0.0032,0,0.0984,0,0.0292,0.0394,0,0,0,0,0.0705,0.2476,0.2038,0.0121,0,6543,0.4966,0.0474,0.2306,0.0827,0.0035,0.0079,0.0573,0.0185,0.0555,0.1314,1,NULL,28516,NULL,NULL,NULL,NULL,NULL,23732,24672,27033,30442,34939,0.2858,0.8228,NA,0.3333,NA,0.5697,0.1467,25000,277.55125,0.899326199,0.640419615,NULL,49000,0.687868059,1,0.2787,0.4022026035431653,-0.430931360939106,-0.8331339644822713
110185,112300,1123,Brooks Institute,Santa Barbara,CA,www.brooks.edu,brooks.studentaidcalculator.com,0,3,PrivateForProfit,13,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8269,0,0,0,0,492,0.1382,0.0081,0.061,0.0081,0.002,0,0.0183,0,0.7642,0.2175,1,NULL,29203,NULL,NULL,NULL,NULL,NULL,26746,29320,26654,30382,32699,0.4281,0.7727,NA,0.5849,NA,0.6944,0.2907,31000,344.16355,0.714285714,0.412449258,NULL,29100,0.470070422,0,0,0.20645985834575026,-0.2212069910847324,-0.42766684943048267
110404,113100,1131,California Institute of Technology,Pasadena,CA,www.caltech.edu,www.finaid.caltech.edu/,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,NULL,720,800,770,800,720,790,760,785,755,33,35,33,35,34,36,8,10,34,34,35,9,1534,1534,0,0,0,0,0,0,0.1367,0,0,0.4297,0,0,0,0,0,0,0,0.1172,0.125,0,0,0,0,0,0.1758,0,0,0,0,0.0078,0,0,0,0,0,0,0.0039,0.0039,0,977,0.304,0.0174,0.1003,0.4248,0.0031,0,0.0594,0.089,0.002,0,1,NULL,25667,NULL,NULL,NULL,NULL,NULL,9110,8225,13343,24871,37388,0.1063,0.9659,NA,NA,NA,0.2508,0.0082,18348.5,203.7059644,0.942857143,0.925128571,NULL,74000,0.752688169,1,0.9844,-0.11299830006171425,0.11299830006171431,0.22599660012342856
110413,113300,1133,California Lutheran University,Thousand Oaks,CA,www.callutheran.edu/,www.callutheran.edu/financial_aid/getting_started/calculator.php,0,3,PrivateNonProfit,12,0,0,0,0,0,0,0,0,0,39,500,590,510,613,NULL,NULL,545,562,NULL,22,26,22,27,22,27,NULL,NULL,24,25,25,NULL,1108,1108,0,0.0097,0,0,0.1373,0,0.0277,0,0,0.0166,0,0.0055,0,0,0.0222,0.0485,0,0.0693,0.0083,0,0.025,0.0638,0.0055,0,0.0166,0,0.1276,0.0458,0,0.061,0,0,0,0,0.0388,0,0.2621,0.0083,0,2882,0.5232,0.0427,0.2523,0.0642,0.0135,0.0087,0.0173,0.0382,0.0399,0.059,1,NULL,28107,NULL,NULL,NULL,NULL,NULL,22038,21910,25621,28481,33532,0.2578,0.8477,NA,NA,NA,0.556,0.1326,23000,255.34715,0.904869762,0.651769649,NULL,52900,0.724913478,1,0.1385,-0.014177552251067633,0.014177552251068062,0.028355104502135693
110422,114300,1143,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,calpoly.edu,www.csumentor.edu/finaid/pais/,0,3,Public,23,0,0,0,0,0,0,0,0,0,NULL,550,650,590,690,NULL,NULL,600,640,NULL,25,30,24,31,26,31,NULL,NULL,28,28,29,NULL,1242,1242,0.1094,0.0155,0.0664,0.0012,0.0082,0.0167,0.0173,0,0.0145,0.3388,0.0055,0.0015,0,0,0.0191,0.0233,0,0.0567,0.0142,0,0,0.0503,0.0033,0,0.0145,0,0.0342,0,0,0.0452,0,0,0,0,0.0227,0.0264,0.0782,0.017,0,18664,0.5956,0.0076,0.1489,0.1134,0.0024,0.0027,0.0672,0.0128,0.0496,0.036,1,17112,NULL,9938,11814,16235,21114,22923,NULL,NULL,NULL,NULL,NULL,0.1975,0.92490000000000006,NA,0.8,NA,0.3482,0.0359,19500,216.489975,0.946184942,0.708648521,NULL,60900,0.78341794,1,0.4901,0.15091252081855616,-0.15091252081855613,-0.3018250416371123
110468,1111700,11117,Alliant International University,San Diego,CA,www.alliant.edu,www.alliant.edu/_resources/net-price-cal/npcalc.htm,0,3,PrivateNonProfit,11,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NA,NULL,0,0,0,0,0.1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2456,0,0,0.0702,0,0,0,0,0,0,0.5088,0,0,254,0.315,0.1142,0.2638,0.0236,0,0,0.0197,0.1772,0.0866,0.3268,1,NULL,19768,NULL,NULL,NULL,NULL,NULL,19768,NULL,NULL,NULL,NULL,0.3228,0.75,NA,1,NA,0.381,0.1625,2000,22.2041,0.786259542,NULL,NULL,51800,0.814285696,1,0,0.33913379502649704,-0.36335763752838973,-0.7024914325548868
110486,799300,7993,California State University-Bakersfield,Bakersfield,CA,www.csub.edu,www.csumentor.edu/finaid/pais/,0,3,Public,11,0,0,0,0,0,1,0,0,0,NULL,390,500,400,520,NULL,NULL,445,460,NULL,15,22,14,21,16,23,NULL,NULL,19,18,20,NULL,901,901,0,0.0108,0,0,0.0412,0,0.0115,0,0.0378,0.0014,0,0.0101,0,0,0.0399,0.1345,0,0.0378,0.0169,0,0.0068,0.0331,0.0074,0,0.0311,0,0.0851,0.0966,0.0108,0.0872,0,0,0,0,0.0331,0.0588,0.1811,0.027,0,7226,0.196,0.0656,0.4979,0.065,0.0073,0.0017,0.0309,0.0255,0.1102,0.0995,1,8634,NULL,6299,7357,11693,16253,17501,NULL,NULL,NULL,NULL,NULL,0.5843,0.7442,NA,0.3143,NA,0.4158,0.2056,16174.5,179.5701077,0.738342967,0.390511967,NULL,48100,0.650056601,1,0.1575,-0.04099637324206415,0.0409963732420641,0.08199274648412824
110529,114400,1144,California State Polytechnic University-Pomona,Pomona,CA,www.csupomona.edu,www.csumentor.edu/finaid/pais/,0,3,Public,21,0,0,0,0,0,0,0,0,0,NULL,460,570,490,620,NULL,NULL,515,555,NULL,20,26,19,25,22,27,NULL,NULL,23,22,25,NULL,1070,1070,0.0476,0,0.0505,0.006,0.0203,0,0.0211,0,0.0029,0.1772,0.0268,0.0038,0.0124,0,0.0129,0.0383,0,0.0491,0.0151,0,0.0012,0.0249,0.0034,0,0.0129,0,0.0481,0,0,0.0596,0,0,0,0,0.0338,0.0105,0.3105,0.011,0,20857,0.2159,0.0323,0.3722,0.2501,0.002,0.0028,0.039,0.0425,0.0432,0.1186,1,12135,NULL,7599,10209,13505,18164,19216,NULL,NULL,NULL,NULL,NULL,0.4404,0.8997,NA,0.7113,NA,0.3883,0.1747,18001,199.8480021,0.904316547,0.516180678,NULL,52000,0.679114401,1,0.3127,0.3222407644571033,-0.3222407644571033,-0.6444815289142066
110574,113800,1138,California State University-East Bay,Hayward,CA,www.csueastbay.edu,www20.csueastbay.edu/prospective/cost-and-financial-aid/cost-of-attendance/,0,3,Public,12,0,0,0,0,1,0,0,0,0,NULL,400,500,400,520,NULL,NULL,450,460,NULL,16,22,15,21,16,23,NULL,NULL,19,18,20,NULL,910,910,0,0.0068,0,0.0036,0.031,0,0.0224,0,0,0.0061,0,0.0021,0.0541,0,0.0185,0.0467,0,0.0573,0.0053,0,0.0011,0.0392,0.0018,0,0.0053,0,0.0677,0.0634,0,0.0933,0,0,0,0,0.0388,0.1432,0.2799,0.0125,0,12079,0.1843,0.1083,0.2546,0.2439,0.0016,0.0111,0.0572,0.0659,0.0732,0.1301,1,12535,NULL,8800,11345,15315,19848,20403,NULL,NULL,NULL,NULL,NULL,0.4426,0.7753,NA,0.6957,NA,0.3844,0.3269,16312,181.0966396,0.804790419,0.394155463,NULL,51300,0.711130381,1,0.23959999999999998,-0.007827795584102425,0.007827795584102367,0.015655591168204794
